id,source_tab,enabled,category,keyword,recommended_word,morphological_setting,check_item,basic_comment_preview,explanation,admin_memo,source_file,source_page,source_row,extraction_note
130,ルール推敲,True,ひらがなで書くほうがよい言葉,付ける,つける,OFF,付ける → つける,「つける」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 035相当 / ルール推敲 3/4ページ,3,30,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
131,ルール推敲,True,ひらがなで書くほうがよい言葉,使う,つかう,OFF,使う → つかう,「つかう」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 035相当 / ルール推敲 3/4ページ,3,31,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
132,ルール推敲,True,ひらがなで書くほうがよい言葉,次いで,ついで,OFF,次いで → ついで,「ついで」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 035相当 / ルール推敲 3/4ページ,3,32,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
133,ルール推敲,True,ひらがなで書くほうがよい言葉,確かに,たしかに,OFF,確かに → たしかに,「たしかに」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 035相当 / ルール推敲 3/4ページ,3,33,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
134,ルール推敲,True,ひらがなで書くほうがよい言葉,過ぎる,すぎる,OFF,過ぎる → すぎる,「すぎる」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 035相当 / ルール推敲 3/4ページ,3,34,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
135,ルール推敲,True,ひらがなで書くほうがよい言葉,面白い,おもしろい,OFF,面白い → おもしろい,「おもしろい」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 035相当 / ルール推敲 3/4ページ,3,35,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
136,ルール推敲,True,ひらがなで書くほうがよい言葉,上手く,うまく,OFF,上手く → うまく,「うまく」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 035相当 / ルール推敲 3/4ページ,3,36,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
137,ルール推敲,True,ひらがなで書くほうがよい言葉,分かる,わかる,OFF,分かる → わかる,「わかる」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 035相当 / ルール推敲 3/4ページ,3,37,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
138,ルール推敲,True,ひらがなで書くほうがよい言葉,言う,いう,OFF,言う → いう,「いう」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 035相当 / ルール推敲 3/4ページ,3,38,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
139,ルール推敲,True,ひらがなで書くほうがよい言葉,持つ,もつ,OFF,持つ → もつ,「もつ」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 035相当 / ルール推敲 3/4ページ,3,39,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
140,ルール推敲,True,ひらがなで書くほうがよい言葉,特に,とくに,OFF,特に → とくに,「とくに」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 035相当 / ルール推敲 3/4ページ,3,40,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
141,ルール推敲,True,ひらがなで書くほうがよい言葉,子供達,子供たち,OFF,子供達 → 子供たち,「子供たち」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 035相当 / ルール推敲 3/4ページ,3,41,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
142,ルール推敲,True,ひらがなで書くほうがよい言葉,但し,ただし,OFF,但し → ただし,「ただし」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 035相当 / ルール推敲 3/4ページ,3,42,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
143,ルール推敲,True,ひらがなで書くほうがよい言葉,是非,ぜひ,OFF,是非 → ぜひ,「ぜひ」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 035相当 / ルール推敲 3/4ページ,3,43,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
144,ルール推敲,True,ひらがなで書くほうがよい言葉,暫く,しばらく,OFF,暫く → しばらく,「しばらく」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 035相当 / ルール推敲 3/4ページ,3,44,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
145,ルール推敲,True,ひらがなで書くほうがよい言葉,所謂,いわゆる,OFF,所謂 → いわゆる,「いわゆる」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 035相当 / ルール推敲 3/4ページ,3,45,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
146,ルール推敲,True,ひらがなで書くほうがよい言葉,戴く,いただく,OFF,戴く → いただく,「いただく」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 035相当 / ルール推敲 3/4ページ,3,46,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
147,ルール推敲,True,ひらがなで書くほうがよい言葉,頂く,いただく,OFF,頂く → いただく,「いただく」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 035相当 / ルール推敲 3/4ページ,3,47,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
148,ルール推敲,True,ひらがなで書くほうがよい言葉,致します,いたします,OFF,致します → いたします,「いたします」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 035相当 / ルール推敲 3/4ページ,3,48,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
149,ルール推敲,True,ひらがなで書くほうがよい言葉,併せて,あわせて,OFF,併せて → あわせて,「あわせて」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 035相当 / ルール推敲 3/4ページ,3,49,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
150,ルール推敲,True,ひらがなで書くほうがよい言葉,改めて,あらためて,OFF,改めて → あらためて,「あらためて」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 035相当 / ルール推敲 3/4ページ,3,50,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
151,ルール推敲,True,ひらがなで書くほうがよい言葉,予め,あらかじめ,OFF,予め → あらかじめ,「あらかじめ」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 036相当 / ルール推敲 4/4ページ,4,1,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
152,ルール推敲,True,ひらがなで書くほうがよい言葉,貴女,あなた,OFF,貴女 → あなた,「あなた」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 036相当 / ルール推敲 4/4ページ,4,2,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
153,ルール推敲,True,ひらがなで書くほうがよい言葉,貴方,あなた,OFF,貴方 → あなた,「あなた」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 036相当 / ルール推敲 4/4ページ,4,3,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
154,ルール推敲,True,ひらがなで書くほうがよい言葉,敢えて,あえて,OFF,敢えて → あえて,「あえて」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 036相当 / ルール推敲 4/4ページ,4,4,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
155,ルール推敲,True,ひらがなで書くほうがよい言葉,例えば,たとえば,OFF,例えば → たとえば,「たとえば」とひらがなで書くほうがよいかもしれません。,漢字表記よりも、ひらがな表記のほうが読みやすい可能性があります。読み手や文脈に合わせて、ひらがなに開くことを検討してください。,,FireShot Capture 036相当 / ルール推敲 4/4ページ,4,5,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
156,ルール推敲,True,漢字で書くほうがよい言葉,ひとつ一つ,一つひとつ,OFF,ひとつ一つ → 一つひとつ,「一つひとつ」と漢字で書くほうがよいかもしれません。,表記を統一するため、推奨ワードへの置き換えを検討してください。,,FireShot Capture 036相当 / ルール推敲 4/4ページ,4,6,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
157,ルール推敲,True,漢字で書くほうがよい言葉,ひとつひとつ,一つひとつ,OFF,ひとつひとつ → 一つひとつ,「一つひとつ」と漢字で書くほうがよいかもしれません。,表記を統一するため、推奨ワードへの置き換えを検討してください。,,FireShot Capture 036相当 / ルール推敲 4/4ページ,4,7,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
158,ルール推敲,True,漢字で書くほうがよい言葉,ひとりひとり,一人ひとり,OFF,ひとりひとり → 一人ひとり,「一人ひとり」と漢字で書くほうがよいかもしれません。,表記を統一するため、推奨ワードへの置き換えを検討してください。,,FireShot Capture 036相当 / ルール推敲 4/4ページ,4,8,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
159,ルール推敲,True,カタカナで書くほうがよい言葉,滅茶苦茶,メチャクチャ,OFF,滅茶苦茶 → メチャクチャ,「メチャクチャ」とカタカナで書くほうがよいかもしれません。,表記を統一するため、推奨ワードへの置き換えを検討してください。,,FireShot Capture 036相当 / ルール推敲 4/4ページ,4,9,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
160,ルール推敲,True,カタカナで書くほうがよい言葉,目処,メド,OFF,目処 → メド,「メド」とカタカナで書くほうがよいかもしれません。,表記を統一するため、推奨ワードへの置き換えを検討してください。,,FireShot Capture 036相当 / ルール推敲 4/4ページ,4,10,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
161,ルール推敲,True,カタカナで書くほうがよい言葉,目途,メド,OFF,目途 → メド,「メド」とカタカナで書くほうがよいかもしれません。,表記を統一するため、推奨ワードへの置き換えを検討してください。,,FireShot Capture 036相当 / ルール推敲 4/4ページ,4,11,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
162,ルール推敲,True,カタカナで書くほうがよい言葉,括弧,カッコ,OFF,括弧 → カッコ,「カッコ」とカタカナで書くほうがよいかもしれません。,表記を統一するため、推奨ワードへの置き換えを検討してください。,,FireShot Capture 036相当 / ルール推敲 4/4ページ,4,12,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
163,ルール推敲,True,カタカナで書くほうがよい言葉,ハマル,ハマる,OFF,ハマル → ハマる,「ハマる」とカタカナで書くほうがよいかもしれません。,表記を統一するため、推奨ワードへの置き換えを検討してください。,,FireShot Capture 036相当 / ルール推敲 4/4ページ,4,13,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
164,ルール推敲,True,カタカナで書くほうがよい言葉,つらい,ツライ,OFF,つらい → ツライ,「ツライ」とカタカナで書くほうがよいかもしれません。,表記を統一するため、推奨ワードへの置き換えを検討してください。,,FireShot Capture 036相当 / ルール推敲 4/4ページ,4,14,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
165,ルール推敲,True,カタカナで書くほうがよい言葉,辛い,ツライ,OFF,辛い → ツライ,「ツライ」とカタカナで書くほうがよいかもしれません。,表記を統一するため、推奨ワードへの置き換えを検討してください。,,FireShot Capture 036相当 / ルール推敲 4/4ページ,4,15,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
166,ルール推敲,True,カタカナで書くほうがよい言葉,うんちく,ウンチク,OFF,うんちく → ウンチク,「ウンチク」とカタカナで書くほうがよいかもしれません。,表記を統一するため、推奨ワードへの置き換えを検討してください。,,FireShot Capture 036相当 / ルール推敲 4/4ページ,4,16,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
167,ルール推敲,True,カタカナで書くほうがよい言葉,めりはり,メリハリ,OFF,めりはり → メリハリ,「メリハリ」とカタカナで書くほうがよいかもしれません。,表記を統一するため、推奨ワードへの置き換えを検討してください。,,FireShot Capture 036相当 / ルール推敲 4/4ページ,4,17,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
168,ルール推敲,True,カタカナで書くほうがよい言葉,減り張り,メリハリ,OFF,減り張り → メリハリ,「メリハリ」とカタカナで書くほうがよいかもしれません。,表記を統一するため、推奨ワードへの置き換えを検討してください。,,FireShot Capture 036相当 / ルール推敲 4/4ページ,4,18,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
169,ルール推敲,True,カタカナで書くほうがよい言葉,蘊蓄,ウンチク,OFF,蘊蓄 → ウンチク,「ウンチク」とカタカナで書くほうがよいかもしれません。,表記を統一するため、推奨ワードへの置き換えを検討してください。,,FireShot Capture 036相当 / ルール推敲 4/4ページ,4,19,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
170,ルール推敲,True,カタカナで書くほうがよい言葉,無駄,ムダ,OFF,無駄 → ムダ,「ムダ」とカタカナで書くほうがよいかもしれません。,表記を統一するため、推奨ワードへの置き換えを検討してください。,,FireShot Capture 036相当 / ルール推敲 4/4ページ,4,20,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
171,ルール推敲,True,カタカナで書くほうがよい言葉,無理,ムリ,OFF,無理 → ムリ,「ムリ」とカタカナで書くほうがよいかもしれません。,表記を統一するため、推奨ワードへの置き換えを検討してください。,,FireShot Capture 036相当 / ルール推敲 4/4ページ,4,21,キャプチャ画面から読み取り。補足欄・管理メモ欄は画面上で全文確認できない箇所があるため、基本コメントを中心に整理。
172,チェックリスト,True,わかりやすさのチェックリスト,,,,「箇条書き」を用いて、整理できる箇所はありませんか？,,"複数の項目を含む文章の場合、箇条書きを用いて整理するとわかりやすくなります。

【before】
白ワインには、シャルドネとソーヴィニヨン・ブランとリースリングという有名なブドウ品種があるんです。
↓
【after】
白ワインを学ぶ上で知っておくべきブドウ品種は以下の3つです。

1．シャルドネ
2．ソーヴィニヨン・ブラン
3．リースリング",,貼り付けられたHTMLソース / チェックリスト画面,,,HTMLソース・既存JSONから取得。
173,チェックリスト,True,わかりやすさのチェックリスト,,,,短く、シンプルに略せる文章はありませんか？,,"同じ意味であれば、文章は短くしたほうが読みやすくなります。

【before】
ライティングにおける非常に重要なポイントは、書いた文章をいかに素早く推敲することができるかです。
↓
【after】
ライティングの重要なポイントは、書いた文章をできるだけ素早く推敲することです。",,貼り付けられたHTMLソース / チェックリスト画面,,,HTMLソース・既存JSONから取得。
174,チェックリスト,True,わかりやすさのチェックリスト,,,,「主語」と「述語」の距離は近いですか？,,"主語と述語の距離を近くしたほうが、わかりやすい文章になります。

【before】
そのボクサーは2019年10月、後楽園ホールにて、チャンピオンベルトを巻いた。
↓
【after】
2019年10月、後楽園ホールにて、そのボクサーはチャンピオンベルトを巻いた。",,貼り付けられたHTMLソース / チェックリスト画面,,,HTMLソース・既存JSONから取得。
175,チェックリスト,True,わかりやすさのチェックリスト,,,,長い修飾語は「前」に、短い修飾語は「後」に書いていますか？,,"長い修飾語は「前」に、短い修飾語は「後」に書くことで、わかりやすい文章になります。

【before】
赤色の買ったばかりのPC
↓
【after】
買ったばかりの赤色のPC",,貼り付けられたHTMLソース / チェックリスト画面,,,HTMLソース・既存JSONから取得。
176,チェックリスト,True,わかりやすさのチェックリスト,,,,大きな状況は「前」に、小さな状況は「後」に書いていますか？,,"大きな状況は「前」に、小さな状況は「後」に書くことで、わかりやすい文章になります。

【before】
お台場海浜公園で、2019年の12月、有志によるクリスマスイベントが開かれます。
↓
【after】
2019年の12月、お台場海浜公園で、有志によるクリスマスイベントが開かれます。",,貼り付けられたHTMLソース / チェックリスト画面,,,HTMLソース・既存JSONから取得。
177,チェックリスト,True,わかりやすさのチェックリスト,,,,三つ以上の語句を並べる場合は、「と」「や」などは最初にもってきていますか？,,"三つ以上の語句を並べる場合は、「と」「や」などは先にもってくると、わかりやすい文章になります。

【before】
東京、京都や大阪に行ってみたい。
↓
【after】
東京や京都、大阪に行ってみたい。",,貼り付けられたHTMLソース / チェックリスト画面,,,HTMLソース・既存JSONから取得。
178,チェックリスト,True,わかりやすさのチェックリスト,,,,「指示代名詞」を使い過ぎていませんか？,,"指示語が多すぎると、読み手が「その指示語は何を指していたのか？」がわからなくなるケースがあります。
よって、指示語はあえて少し減らし、「普通名詞」「固有名詞」を多めに使ったほうがよいでしょう。
（とくに、スマートフォンで斜め読みする人にとっては、「普通名詞」「固有名詞」が多めのほうが内容を理解しやすくなります）

【before】
イタリアワインは多彩な表情をもったワインです。
このワインの勢いは本物です。
なぜなら、このワインは、ブドウが不作だった2014年を除き、2012年からワイン生産量の世界一をキープしているからです。
↓
【after】
イタリアワインは多彩な表情をもったワインです。
イタリアワインの勢いは本物です。
なぜなら、イタリアワインは、ブドウが不作だった2014年を除き、2012年からワイン生産量の世界一をキープしているからです。",,貼り付けられたHTMLソース / チェックリスト画面,,,HTMLソース・既存JSONから取得。
179,チェックリスト,True,わかりやすさのチェックリスト,,,,できるだけ最初に「結論」を書くようにしていますか？,,"できるだけ最初に結論をもってくるほうが、読み手のモチベーションが続きやすく、完読してもらいやすくなります。
「結論　→　理由　→　事例（具体例）　→　再度結論を伝える」という「PREP法」を意識するとよいでしょう。

P＝Point（結論）
R＝Reason（理由）
E＝Example（事例、具体例）
P＝Point（結論を繰り返す）

●例文
ライティングでもっとも大切なことは「読み手が欲しい情報」を届けることです。
なぜなら、多くの読み手は文章を読みたいわけではなく、情報を知りたいだけだからです。

たとえば、あなたにとって重要な情報が書かれている記事があったとします。
その記事に誤字脱字が少しあったとして、読まない理由になるでしょうか？
おそらく、多少の誤字脱字があったとしても、最後まで読んでしまうはずです。

よって、ライティングでもっとも大切なことは、「読み手が欲しい情報」を届けることだといえるのです。",,貼り付けられたHTMLソース / チェックリスト画面,,,HTMLソース・既存JSONから取得。
180,チェックリスト,True,わかりやすさのチェックリスト,,,,読み手に共感してもらうための「感情表現」は意識していますか？,,"たとえば「話し言葉」が使える文章であれば、以下のような「話し言葉」を入れると、あなたの感情が相手に伝わりやすくなり、相手が共感しやすくなります。
感情が見えない文章には、人は共感しにくいものです。
共感してほしいのであれば、あなたの感情が宿った文章を書きましょう。

●例文
あなたは文章を書いているとき、「もっと語彙力があればなあ・・・」と肩を落としたことはありませんか？


また、上記の「話し言葉」はあくまでも、感情を伝えるひとつの方法です。
話し言葉を使わずとも、文賢の【文章表現】機能を使えば、感情の伝わる文章に仕上げることは難しくありません。

たとえば、文賢の【文章表現】機能には、「好き」という感情を表すための表現がたくさん用意されています。


●文章表現の例
・笑顔を抑えきれない
・うれしそうな顔をほこらばせる
・相手のことで頭が一杯になる
・ハートを射貫かれる
・嬉しすぎて鳥肌が立つ
・語り始めると止まらない
・うれしすぎて大声で叫びたくなる
・心が奪われるほどの


文賢の【文章表現】機能はあくまでも、ひとつの感情表現を取り上げたものです。
あなたなりの感情表現を考えてみてくださいね。",,貼り付けられたHTMLソース / チェックリスト画面,,,HTMLソース・既存JSONから取得。
181,チェックリスト,True,わかりやすさのチェックリスト,,,,取り上げている情報は信頼できるものですか？ウェブや書籍から情報を引用したり、参考にしたりする場合は「出典」を明記しましたか？,,"わかりやすい文章を書けば書くほど、その情報が相手にストレートに伝わりやすくなります。
そして、それと同時に、情報を伝える側の責任もよりいっそう強くなります。

よって、何かの情報を取り上げる場合は、その情報が信頼できるものかを確認しましょう。
また、ウェブや書籍から情報を引用したり、参考にしたりする場合は、出典を明記しましょう。

ちなみに、引用する際は、以下のルールを守るようにしてください。

▼引用のルール
1．オリジナル部分と引用部分の主従関係が明確であり、引用されている文章や画像は、あくまでもオリジナル部分を補足する程度である
2．オリジナル部分と引用部分の区別がハッキリしている
3．引用する必要性がある
4．出典元を明記している
5．改変せずにそのまま引用している


上記の引用のルールに当てはまるケースや、著作者からの許可をとっているケースを除き、他者の文章や画像を許可なく転載すると、著作権侵害となる可能性があります。
とくに「歌詞の掲載」や「要約」などには注意しましょう。

●ブログへの歌詞掲載について（JASRAC）
https://www.jasrac.or.jp/info/network/pickup/blog.html

●最新のベストセラー小説のあらすじを書いて、ホームページに掲載することは、著作権者に断りなく行えますか？（文化庁）
https://pf.bunka.go.jp/chosaku/chosakuken/naruhodo/answer.asp?Q_ID=0000338",,貼り付けられたHTMLソース / チェックリスト画面,,,HTMLソース・既存JSONから取得。
182,チェックリスト,True,公に発信する際に注意すべきチェックリスト,,,,「あなたのことをよく知らない人」が読んだときに、誤解を与える内容ではありませんか？,,"インターネット上では、あなたのことをよく知らない人が、あなたの文章を読む場合があります。
「こう書いておけばよかった・・・」「あれも書いておけばよかった・・・」と後悔しないよう、誤解されるような書き方になっていないか、足りない情報がないかを注意しましょう。",,貼り付けられたHTMLソース / チェックリスト画面,,,HTMLソース・既存JSONから取得。
183,チェックリスト,True,公に発信する際に注意すべきチェックリスト,,,,「過去に投稿した内容」との「一貫性」は問題ありませんか？,,"あなたの意見や価値観が、過去に投稿された記事やツイートと異なっている場合、一貫性がない人だと非難されるケースがあります。
もしかすると、誰かがあなたの昔からの投稿をずっと読み続けているかもしれません。
よって、あなたの意見や価値観に変化が起きたのであれば、「なぜ意見が変わったのか？」という理由や「いつ頃から変わったのか？」という時期を具体的に示しておきましょう。

（例：●●という理由で考え方が変わった。書籍を読み終えてから視点が変わった etc･･･）",,貼り付けられたHTMLソース / チェックリスト画面,,,HTMLソース・既存JSONから取得。
184,チェックリスト,True,公に発信する際に注意すべきチェックリスト,,,,今日は誰かにとってセンシティブな日のため、投稿を「自重したほうがよい日」ではありませんか？,,"記事やツイートを投稿する場合、投稿するタイミングは大切です。
たとえば、今日が誰かにとって「センシティブ」な日でないかを確認しておきましょう。
もし、その日の過去に大きな事故や災害などが起きているのであれば、同じ日に陽気な投稿をしてしまうと「空気が読めない人」と非難されるケースがあります。
よって、その日「どんなことが話題になっているか？」をSNSやニュースで常にチェックしておくことをオススメします。
（Googleニュースで「今日が何の日か？」と検索しておくと安心です）
https://www.google.com/search?q=%E4%BB%8A%E6%97%A5%E3%81%AF%E4%BD%95%E3%81%AE%E6%97%A5&tbm=nws",,貼り付けられたHTMLソース / チェックリスト画面,,,HTMLソース・既存JSONから取得。
185,チェックリスト,True,公に発信する際に注意すべきチェックリスト,,,,「LGBT」など、多様な愛や性の在り方に配慮できていますか？,,"世の中には、多様な価値観があり、とくに愛や性の在り方には様々な形があります。
LGBT（レズビアン、ゲイ、バイセクシュアル、トランスジェンダー）といった方々にも配慮した文章を意識しましょう。

●多様な性について考えよう（法務省）
http://www.moj.go.jp/JINKEN/LGBT/index.html",,貼り付けられたHTMLソース / チェックリスト画面,,,HTMLソース・既存JSONから取得。
186,チェックリスト,True,公に発信する際に注意すべきチェックリスト,,,,その内容は「パワハラ」や「セクハラ」だと受け取られるものではないですか？,,"あなたの会社では問題ないような制度や日常的なやりとりが、外部からは見え方次第で「パワハラ」「セクハラ」だと誤解されたり、非難されることがあります。
働き方に関する投稿はとくにセンシティブですので気をつけましょう。",,貼り付けられたHTMLソース / チェックリスト画面,,,HTMLソース・既存JSONから取得。
